project_id,to_user_id,from_user_id,role,status,time_submitted,description,submitdate,rating,review_project_status,rating_details,review_context,currency,bid_amount,sealed,paid_amount,featured,id
17590501,30492358,30865917,freelancer,active,1535179870,It's such a pleasure work with you.,1535179870,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17590501, 'context_name': 'Project 17590501 has been deleted', 'seo_url': 'projects/internet-marketing/SEO-LINK-BUILDING-PROJECT-17590501/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",94.0,False,94.0,False,11920021
17558006,30492358,23746769,freelancer,active,1535219067,Well done!,1535219067,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'NO'}","{'review_type': 'project', 'context_id': 17558006, 'context_name': 'SMM for online language school.', 'seo_url': 'projects/internet-marketing/SMM-for-online-language-school/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",4.0,False,15.0,False,11921528
17612460,30492358,1716292,freelancer,active,1535260786,Thanks for report,1535260786,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17612460, 'context_name': 'Link Building for Website -- 2', 'seo_url': 'projects/internet-marketing/Link-Building-for-Website-17612460/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",45.0,False,90.0,False,11922580
17585854,30492358,13562463,freelancer,active,1535534015,Great freelancer and amazing results in short period of time,1535534015,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17585854, 'context_name': 'SEO link building', 'seo_url': 'projects/internet-marketing/SEO-link-building-17585854/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",50.0,False,50.0,False,11933999
17621451,30492358,15851995,freelancer,active,1535643035,"I absolutely recommend Jai, He went extra in terms of delivery for my project. He was easy to communicate with as well. The numerous positive reviews about him are indeed earned.",1535643035,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17621451, 'context_name': 'SEO  writing', 'seo_url': 'projects/content-writing/SEO-writing-17621451/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",22222.0,False,22222.22,False,11939687
17644553,30492358,30979125,freelancer,active,1535726844,Good work,1535726844,4.8,complete,"{'category_ratings': {'expertise': 4.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17644553, 'context_name': 'Project for Jai Kumar S. -- 18/08/26 14:47:06', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17644553/'}","{'id': 6, 'code': 'SGD', 'sign': '$', 'name': 'Singapore Dollar', 'exchange_rate': 0.75188, 'country': 'SG', 'is_external': False, 'is_escrowcom_supported': False}",70.0,False,70.0,False,11943419
17622932,30492358,30934709,freelancer,active,1535779155,Good Report .Cont.wok with him,1535779155,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17622932, 'context_name': 'I need a Backlink Builder For My Website', 'seo_url': 'projects/internet-marketing/need-Backlink-Builder-For-Website/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,72925.0,False,11945405
17715184,30492358,23305899,freelancer,active,1536222995,"Professional service. Great communication. I will use Jai again in the future. 
",1536222995,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17715184, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17715184/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",110.0,False,110.0,False,11965067
17709201,30492358,30721387,freelancer,active,1537004976,Good work,1537004976,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17709201, 'context_name': 'Monthly SEO for a Agency on an white label basis.', 'seo_url': 'projects/internet-marketing/Monthly-SEO-for-Agency-white/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12000421
17732257,30492358,30934709,freelancer,active,1537006282,Really you doing good,1537006282,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17732257, 'context_name': 'I need a Backlink Builder For My Website- Website 1', 'seo_url': 'projects/wordpress/need-Backlink-Builder-For-Website/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12000471
17732491,30492358,30934709,freelancer,active,1537006328,Really you doing good,1537006328,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17732491, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17732491/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12000473
17732497,30492358,30934709,freelancer,active,1537006385,Really you doing good,1537006385,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17732497, 'context_name': 'Project for Jai Kumar S. -- 2', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17732497/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12000475
17603993,30492358,30895064,freelancer,active,1537035299,"Good work , regular update , I extremely satisfy till now. Hope will see more good results soon Thanks",1537035299,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17603993, 'context_name': 'SEO LINK BUILDING , SITE UPDATEION', 'seo_url': 'projects/wordpress/SEO-LINK-BUILDING-SITE-UPDATEION/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",12500.0,False,12500.0,False,12001721
17780963,30492358,26341695,freelancer,active,1537268502,Jai is great and on time freelancer. Will be working with him again.,1537268502,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17780963, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17780963/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",10.0,False,50.0,False,12010827
17773411,30492358,30934709,freelancer,active,1537584917,Good Work.As like always,1537584917,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17773411, 'context_name': 'Project for Jai Kumar S. -- 3', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17773411/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12026250
17773417,30492358,30934709,freelancer,active,1537584919,Good Work.As like always,1537584919,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17773417, 'context_name': 'Project for Jai Kumar S. -- 4', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17773417/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12026252
17773423,30492358,30934709,freelancer,active,1537584998,Good Work.As like always,1537584998,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17773423, 'context_name': 'Project for Jai Kumar S. -- 5', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17773423/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12026256
17773313,30492358,30721387,freelancer,active,1537603761,GOOD REPORTING LIKE ALWAYS,1537603761,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17773313, 'context_name': 'Project for Jai Kumar S. -- 2', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17773313/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12026859
17734158,30492358,31183221,freelancer,active,1537623049,"Good work ,as expected",1537623049,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17734158, 'context_name': 'Seo link building ,dofollow links ,ongoing work, social', 'seo_url': 'projects/wordpress/Seo-link-building-dofollow-links/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",3888.0,False,11664.0,False,12027602
17638984,30492358,30587748,freelancer,active,1537881446,"Great work, highly recommend, thankyou.",1537881446,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17638984, 'context_name': 'Advertise a song', 'seo_url': 'projects/internet-marketing/Advertise-song/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",90.0,False,90.0,False,12038084
17654614,30492358,1716292,freelancer,active,1538036968,Very professional and delivered on time. Thanks,1538036968,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17654614, 'context_name': 'Link Building Sep 2018', 'seo_url': 'projects/internet-marketing/Link-Building-Sep/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",180.0,False,180.0,False,12045874
17641163,30492358,30492592,freelancer,active,1538073610,Great service,1538073610,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17641163, 'context_name': 'Need need for SEO', 'seo_url': 'projects/graphic-design/Need-need-for-SEO/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",60.0,False,60.0,False,12047938
17839882,30492358,30934709,freelancer,active,1538233151,NICE WORK,1538233151,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17839882, 'context_name': 'Project for Jai Kumar S. -- 6', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17839882/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12054395
17839889,30492358,30934709,freelancer,active,1538233246,Nice work,1538233246,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17839889, 'context_name': 'Project for Jai Kumar S. -- 8', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17839889/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12054400
17839886,30492358,30934709,freelancer,active,1538233297,Good work,1538233297,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17839886, 'context_name': 'Project for Jai Kumar S. -- 7', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17839886/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12054402
17818184,30492358,30721387,freelancer,active,1538234410,Good Reporting and quality links,1538234410,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17818184, 'context_name': 'Project for Jai Kumar S. -- 3', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17818184/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12054445
17663812,30492358,13562463,freelancer,active,1538385967,Great freelancer,1538385967,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17663812, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17663812/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",450.0,False,1660.0,False,12059339
17819429,30492358,31183221,freelancer,active,1538919039,"Excellent service ,no doubt",1538919039,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17819429, 'context_name': 'Project for Jai Kumar S. -- 18/09/22 19:08:08', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17819429/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12082959
17819402,30492358,31183221,freelancer,active,1538919173,Good work,1538919173,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17819402, 'context_name': 'Project for Jai Kumar S. -- 18/09/22 19:04:44', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-17819402/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12082968
17743132,30492358,3533305,freelancer,active,1539194217,Great work so far,1539194217,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17743132, 'context_name': 'SEO, Facebook, Twitter promotion', 'seo_url': 'projects/internet-marketing/SEO-Facebook-Twitter-promotion/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",88.0,False,704.0,False,12096105
17868330,30492358,30934709,freelancer,active,1539346833,Good Work..,1539346833,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 17868330, 'context_name': 'Need a SEO Specialist for a online based website', 'seo_url': 'projects/internet-marketing/Need-SEO-Specialist-for-online/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",12500.0,False,30000.0,False,12103000
